<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TLT.US,5,20251112,181500,90.225,90.26,90.2,90.25,371808,0
TLT.US,5,20251112,182000,90.255,90.28,90.23,90.27,466146,0
TLT.US,5,20251112,182500,90.265,90.285,90.26,90.285,161637,0
TLT.US,5,20251112,183000,90.29,90.295,90.26,90.275,300233,0
TLT.US,5,20251112,183500,90.275,90.3,90.265,90.2944,170396,0
TLT.US,5,20251112,184000,90.295,90.305,90.26,90.305,297827,0
TLT.US,5,20251112,184500,90.305,90.31,90.26,90.31,150325,0
TLT.US,5,20251112,185000,90.31,90.32,90.29,90.315,147049,0
TLT.US,5,20251112,185500,90.32,90.32,90.2801,90.3,142904,0
TLT.US,5,20251112,190000,90.3,90.31,90.17,90.22,1220653,0
TLT.US,5,20251112,190500,90.215,90.24,90.205,90.23,293175,0
TLT.US,5,20251112,191000,90.24,90.245,90.18,90.18,156211,0
TLT.US,5,20251112,191500,90.185,90.1934,90.1167,90.12,289367,0
TLT.US,5,20251112,192000,90.125,90.165,90.12,90.145,135909,0
TLT.US,5,20251112,192500,90.15,90.16,90.14,90.155,277528,0
TLT.US,5,20251112,193000,90.155,90.1565,90.135,90.135,60971,0
TLT.US,5,20251112,193500,90.135,90.175,90.13,90.15,73203,0
TLT.US,5,20251112,194000,90.15,90.15,90.12,90.1412,257320,0
TLT.US,5,20251112,194500,90.145,90.16,90.12,90.135,120783,0
TLT.US,5,20251112,195000,90.14,90.16,90.135,90.14,243322,0
TLT.US,5,20251112,195500,90.15,90.17,90.1443,90.145,139454,0
TLT.US,5,20251112,200000,90.148,90.165,90.1245,90.14,244580,0
TLT.US,5,20251112,200500,90.14,90.15,90.12,90.12,130971,0
TLT.US,5,20251112,201000,90.12,90.15,90.12,90.14,235722,0
TLT.US,5,20251112,201500,90.14,90.19,90.13,90.185,227058,0
TLT.US,5,20251112,202000,90.18,90.21,90.18,90.2,99108,0
TLT.US,5,20251112,202500,90.2001,90.2358,90.2,90.2299,182306,0
TLT.US,5,20251112,203000,90.2235,90.2355,90.2201,90.23,112741,0
TLT.US,5,20251112,203500,90.22,90.239,90.22,90.235,84222,0
TLT.US,5,20251112,204000,90.235,90.25,90.22,90.23,228859,0
TLT.US,5,20251112,204500,90.225,90.225,90.165,90.175,382547,0
TLT.US,5,20251112,205000,90.17,90.19,90.1624,90.165,66624,0
TLT.US,5,20251112,205500,90.165,90.1699,90.1143,90.14,438045,0
TLT.US,5,20251112,210000,90.14,90.14,90.1,90.105,197930,0
TLT.US,5,20251112,210500,90.109,90.11,90.08,90.095,169915,0
TLT.US,5,20251112,211000,90.09,90.1,90.08,90.08,124135,0
TLT.US,5,20251112,211500,90.085,90.09,90.07,90.085,112733,0
TLT.US,5,20251112,212000,90.0801,90.0993,90.06,90.07,236806,0
TLT.US,5,20251112,212500,90.075,90.08,90.05,90.0518,159487,0
TLT.US,5,20251112,213000,90.06,90.07,90.05,90.05,162555,0
TLT.US,5,20251112,213500,90.055,90.0765,90.015,90.07,402558,0
TLT.US,5,20251112,214000,90.065,90.07,90.05,90.065,411768,0
TLT.US,5,20251112,214500,90.06423,90.08,90.0508,90.055,215230,0
TLT.US,5,20251112,215000,90.06,90.12,90.05,90.12,439211,0
TLT.US,5,20251112,215500,90.12,90.14,90.1,90.12,668649,0
TLT.US,5,20251113,153000,89.8,89.85,89.78,89.8176,336814,0
TLT.US,5,20251113,153500,89.82,89.89,89.82,89.88,340591,0
TLT.US,5,20251113,154000,89.88,89.9,89.845,89.89,373912,0
TLT.US,5,20251113,154500,89.89,89.9,89.82,89.89,825499,0
TLT.US,5,20251113,155000,89.89,89.8965,89.865,89.875,281434,0
TLT.US,5,20251113,155500,89.88,89.885,89.83,89.865,203718,0
TLT.US,5,20251113,160000,89.8654,89.8699,89.82,89.835,221426,0
TLT.US,5,20251113,160500,89.84,89.8561,89.72,89.7355,270148,0
TLT.US,5,20251113,161000,89.73,89.74,89.67,89.6741,341114,0
TLT.US,5,20251113,161500,89.675,89.7,89.65,89.67,331545,0
TLT.US,5,20251113,162000,89.67,89.73,89.65,89.725,211243,0
TLT.US,5,20251113,162500,89.725,89.7772,89.72,89.77,311892,0
TLT.US,5,20251113,163000,89.78,89.795,89.74,89.79,187025,0
TLT.US,5,20251113,163500,89.79,89.79,89.74,89.75,236006,0
TLT.US,5,20251113,164000,89.7501,89.77,89.73,89.765,156821,0
TLT.US,5,20251113,164500,89.765,89.85,89.7645,89.8,409700,0
TLT.US,5,20251113,165000,89.8,89.875,89.79,89.87,286311,0
TLT.US,5,20251113,165500,89.87,89.88,89.81,89.815,268652,0
TLT.US,5,20251113,170000,89.81,89.835,89.76,89.835,323053,0
TLT.US,5,20251113,170500,89.835,89.84,89.76,89.765,120480,0
TLT.US,5,20251113,171000,89.765,89.82,89.755,89.76,290952,0
TLT.US,5,20251113,171500,89.765,89.7965,89.74,89.7655,250153,0
TLT.US,5,20251113,172000,89.76,89.79,89.74,89.77,219180,0
TLT.US,5,20251113,172500,89.77,89.795,89.74,89.795,271449,0
TLT.US,5,20251113,173000,89.7903,89.795,89.765,89.785,260781,0
TLT.US,5,20251113,173500,89.78,89.81,89.78,89.79,210480,0
TLT.US,5,20251113,174000,89.78,89.785,89.735,89.74,163692,0
TLT.US,5,20251113,174500,89.74,89.79,89.74,89.775,135928,0
TLT.US,5,20251113,175000,89.78,89.8,89.74,89.75,82624,0
TLT.US,5,20251113,175500,89.755,89.78,89.75,89.7699,102839,0
TLT.US,5,20251113,180000,89.77,89.79,89.74,89.76,144510,0
TLT.US,5,20251113,180500,89.77,89.8,89.765,89.765,510157,0
TLT.US,5,20251113,181000,89.76,89.7799,89.75,89.7691,52631,0
TLT.US,5,20251113,181500,89.76,89.79,89.755,89.785,153274,0
TLT.US,5,20251113,182000,89.785,89.83,89.785,89.81,293146,0
TLT.US,5,20251113,182500,89.82,89.85,89.8142,89.8499,181638,0
TLT.US,5,20251113,183000,89.845,89.8899,89.845,89.885,199178,0
TLT.US,5,20251113,183500,89.8899,89.94,89.85,89.855,231247,0
TLT.US,5,20251113,184000,89.86,89.8742,89.84,89.86,171999,0
TLT.US,5,20251113,184500,89.85,89.89,89.85,89.87,192460,0
TLT.US,5,20251113,185000,89.87,89.875,89.82,89.825,133633,0
TLT.US,5,20251113,185500,89.82,89.82,89.77,89.775,447080,0
TLT.US,5,20251113,190000,89.78,89.82,89.62,89.655,846894,0
TLT.US,5,20251113,190500,89.66,89.66,89.6,89.6007,199602,0
TLT.US,5,20251113,191000,89.6,89.6052,89.52,89.595,448082,0
TLT.US,5,20251113,191500,89.58,89.62,89.555,89.61,540733,0
TLT.US,5,20251113,192000,89.6,89.635,89.6,89.605,162508,0
TLT.US,5,20251113,192500,89.605,89.6599,89.605,89.655,375794,0
TLT.US,5,20251113,193000,89.65,89.679,89.625,89.625,538333,0
TLT.US,5,20251113,193500,89.625,89.66,89.625,89.655,195137,0
TLT.US,5,20251113,194000,89.655,89.67,89.625,89.635,178145,0
TLT.US,5,20251113,194500,89.635,89.6699,89.63,89.635,188523,0
TLT.US,5,20251113,195000,89.63,89.635,89.6,89.6101,199007,0
TLT.US,5,20251113,195500,89.61,89.61,89.5827,89.605,135012,0
TLT.US,5,20251113,200000,89.6,89.605,89.58,89.58,128477,0
TLT.US,5,20251113,200500,89.58,89.59,89.53,89.54,190118,0
TLT.US,5,20251113,201000,89.5301,89.57,89.5301,89.5523,274068,0
TLT.US,5,20251113,201500,89.555,89.57,89.525,89.54,192833,0
TLT.US,5,20251113,202000,89.545,89.57,89.52,89.535,218072,0
TLT.US,5,20251113,202500,89.53,89.54,89.52,89.535,370820,0
TLT.US,5,20251113,203000,89.54,89.5699,89.525,89.545,205326,0
TLT.US,5,20251113,203500,89.545,89.58,89.54,89.56,122235,0
TLT.US,5,20251113,204000,89.56,89.6,89.56,89.6,266653,0
TLT.US,5,20251113,204500,89.595,89.61,89.59,89.605,476404,0
TLT.US,5,20251113,205000,89.605,89.64,89.6,89.62,460779,0
TLT.US,5,20251113,205500,89.62,89.62,89.54,89.55,636594,0
TLT.US,5,20251113,210000,89.55,89.555,89.51,89.54,666817,0
TLT.US,5,20251113,210500,89.545,89.55,89.53,89.535,206120,0
