<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
LQD.US,5,20251027,200500,112.885,112.89,112.87,112.875,230689,0
LQD.US,5,20251027,201000,112.875,112.93,112.875,112.925,470639,0
LQD.US,5,20251027,201500,112.925,112.93,112.89,112.895,194018,0
LQD.US,5,20251027,202000,112.895,112.91,112.87,112.88,791356,0
LQD.US,5,20251027,202500,112.8759,112.88,112.8687,112.875,206655,0
LQD.US,5,20251027,203000,112.875,112.89,112.86,112.865,338789,0
LQD.US,5,20251027,203500,112.865,112.895,112.865,112.885,188025,0
LQD.US,5,20251027,204000,112.8844,112.915,112.88,112.885,209679,0
LQD.US,5,20251027,204500,112.885,112.905,112.88,112.89,794538,0
LQD.US,5,20251027,205000,112.89,112.91,112.88,112.905,1009225,0
LQD.US,5,20251027,205500,112.905,112.91,112.89,112.91,1041241,0
LQD.US,5,20251028,143000,112.86,112.865,112.8435,112.86,493580,0
LQD.US,5,20251028,143500,112.855,112.885,112.81,112.81,582770,0
LQD.US,5,20251028,144000,112.81,112.82,112.765,112.765,426789,0
LQD.US,5,20251028,144500,112.765,112.8,112.745,112.765,314711,0
LQD.US,5,20251028,145000,112.77,112.79,112.77,112.775,1363540,0
LQD.US,5,20251028,145500,112.775,112.8,112.775,112.795,641895,0
LQD.US,5,20251028,150000,112.79,112.795,112.735,112.755,371765,0
LQD.US,5,20251028,150500,112.755,112.76,112.7,112.705,676665,0
LQD.US,5,20251028,151000,112.71,112.74,112.705,112.715,487782,0
LQD.US,5,20251028,151500,112.715,112.73,112.7,112.71,400894,0
LQD.US,5,20251028,152000,112.71,112.785,112.705,112.775,1027478,0
LQD.US,5,20251028,152500,112.7792,112.79,112.77,112.7892,260678,0
LQD.US,5,20251028,153000,112.785,112.82,112.785,112.805,637338,0
LQD.US,5,20251028,153500,112.805,112.81,112.79,112.8,375423,0
LQD.US,5,20251028,154000,112.805,112.835,112.8,112.805,522953,0
LQD.US,5,20251028,154500,112.805,112.81,112.7901,112.805,274471,0
LQD.US,5,20251028,155000,112.8,112.805,112.79,112.795,437923,0
LQD.US,5,20251028,155500,112.795,112.83,112.793,112.825,284275,0
LQD.US,5,20251028,160000,112.825,112.87,112.825,112.85,123607,0
LQD.US,5,20251028,160500,112.85,112.86,112.835,112.84,128429,0
LQD.US,5,20251028,161000,112.85,112.86,112.83,112.8394,272993,0
LQD.US,5,20251028,161500,112.84,112.845,112.815,112.825,184604,0
LQD.US,5,20251028,162000,112.825,112.84,112.82,112.835,134953,0
LQD.US,5,20251028,162500,112.835,112.85,112.835,112.84,41763,0
LQD.US,5,20251028,163000,112.84,112.87,112.84,112.87,160870,0
LQD.US,5,20251028,163500,112.87,112.8901,112.8624,112.88,91561,0
LQD.US,5,20251028,164000,112.89,112.92,112.88,112.9,104704,0
LQD.US,5,20251028,164500,112.8996,112.91,112.8898,112.905,233244,0
LQD.US,5,20251028,165000,112.9,112.91,112.87,112.885,293598,0
LQD.US,5,20251028,165500,112.88,112.9,112.8744,112.89,190836,0
LQD.US,5,20251028,170000,112.9,112.91,112.8623,112.8699,55163,0
LQD.US,5,20251028,170500,112.87,112.9,112.87,112.87,146655,0
LQD.US,5,20251028,171000,112.87,112.88,112.865,112.865,83490,0
LQD.US,5,20251028,171500,112.86,112.87,112.795,112.8,570402,0
LQD.US,5,20251028,172000,112.8,112.8,112.78,112.785,721877,0
LQD.US,5,20251028,172500,112.785,112.785,112.77,112.785,950696,0
LQD.US,5,20251028,173000,112.785,112.795,112.74,112.79,792049,0
LQD.US,5,20251028,173500,112.79,112.797,112.74,112.755,368449,0
LQD.US,5,20251028,174000,112.76,112.825,112.76,112.82,310312,0
LQD.US,5,20251028,174500,112.82,112.86,112.82,112.8477,592215,0
LQD.US,5,20251028,175000,112.845,112.865,112.84,112.85,414663,0
LQD.US,5,20251028,175500,112.86,112.89,112.855,112.885,630885,0
LQD.US,5,20251028,180000,112.885,112.89,112.84,112.85,562359,0
LQD.US,5,20251028,180500,112.85,112.86,112.825,112.825,301742,0
LQD.US,5,20251028,181000,112.825,112.83,112.81,112.82,199101,0
LQD.US,5,20251028,181500,112.82,112.84,112.82,112.825,384556,0
LQD.US,5,20251028,182000,112.825,112.85,112.82,112.8492,1176815,0
LQD.US,5,20251028,182500,112.845,112.8799,112.84,112.865,502331,0
LQD.US,5,20251028,183000,112.87,112.89,112.87,112.885,134486,0
LQD.US,5,20251028,183500,112.89,112.9,112.87,112.87,365587,0
LQD.US,5,20251028,184000,112.875,112.89,112.87,112.885,249758,0
LQD.US,5,20251028,184500,112.885,112.89,112.88,112.885,104377,0
LQD.US,5,20251028,185000,112.88,112.8866,112.87,112.885,210667,0
LQD.US,5,20251028,185500,112.888,112.89,112.88,112.885,120073,0
LQD.US,5,20251028,190000,112.885,112.89,112.87,112.885,37621,0
LQD.US,5,20251028,190500,112.885,112.8955,112.88,112.885,154675,0
LQD.US,5,20251028,191000,112.88,112.89,112.88,112.885,102202,0
LQD.US,5,20251028,191500,112.885,112.9,112.885,112.9,431913,0
LQD.US,5,20251028,192000,112.9,112.91,112.89,112.905,402850,0
LQD.US,5,20251028,192500,112.905,112.92,112.9,112.915,276383,0
LQD.US,5,20251028,193000,112.915,112.92,112.9,112.915,499430,0
LQD.US,5,20251028,193500,112.92,112.92,112.87,112.895,891198,0
LQD.US,5,20251028,194000,112.895,112.9,112.89,112.895,237848,0
LQD.US,5,20251028,194500,112.895,112.91,112.8801,112.895,495171,0
LQD.US,5,20251028,195000,112.895,112.9,112.88,112.885,528780,0
LQD.US,5,20251028,195500,112.8825,112.915,112.88,112.91,355384,0
LQD.US,5,20251028,200000,112.91,112.93,112.895,112.9,574926,0
